Coordenada X (m);Coordenada Y (m);Processo N.º;Parque Eólico;Sub-Parque;Licenciamento;Concelho;Distrito;NUT II;Inspire ID;Thematic ID;x;y
"-11 262,8";"92 561,85";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1116;IDDGEG_InfraestruturasEnergeticas;"-11 262,8";"92 561,849"
"-11 055,16";"92 737,28";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1115;IDDGEG_InfraestruturasEnergeticas;"-11 055,165";"92 737,28"
"-10 882,48";"92 948,44";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1114;IDDGEG_InfraestruturasEnergeticas;"-10 882,485";"92 948,441"
"-10 712,35";"93 135,28";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1113;IDDGEG_InfraestruturasEnergeticas;"-10 712,352";"93 135,281"
"-7931,54";"95 324,21";663;ALTO DE MONÇÃO; ;Licenciado;Tondela;Viseu;Centro;IDDGEG_CE_1104;IDDGEG_InfraestruturasEnergeticas;"-7931,539";"95 324,209"
"-9337,98";"93 399,46";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1112;IDDGEG_InfraestruturasEnergeticas;"-9337,975";"93 399,456"
"-8775,27";"93 578,62";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1111;IDDGEG_InfraestruturasEnergeticas;"-8775,268";"93 578,62"
"-8539,48";"93 764,53";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1110;IDDGEG_InfraestruturasEnergeticas;"-8539,477";"93 764,53"
"-8454,98";"93 928,43";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1109;IDDGEG_InfraestruturasEnergeticas;"-8454,98";"93 928,425"
"-8425,47";"94 104,92";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1108;IDDGEG_InfraestruturasEnergeticas;"-8425,471";"94 104,921"
"-8285,28";"94 338,09";663;ALTO DE MONÇÃO; ;Licenciado;Tondela;Viseu;Centro;IDDGEG_CE_1107;IDDGEG_InfraestruturasEnergeticas;"-8285,281";"94 338,093"
"-8282,56";"94 594,62";663;ALTO DE MONÇÃO; ;Licenciado;Tondela;Viseu;Centro;IDDGEG_CE_1106;IDDGEG_InfraestruturasEnergeticas;"-8282,565";"94 594,616"
"-8021,72";"95 160,82";663;ALTO DE MONÇÃO; ;Licenciado;Tondela;Viseu;Centro;IDDGEG_CE_1105;IDDGEG_InfraestruturasEnergeticas;"-8021,718";"95 160,821"
"-11 484,88";"91 986,1";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1119;IDDGEG_InfraestruturasEnergeticas;"-11 484,881";"91 986,104"
"-11 437,17";"92 177,62";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1118;IDDGEG_InfraestruturasEnergeticas;"-11 437,172";"92 177,622"
"-11 429,2";"92 366,54";663;ALTO DE MONÇÃO; ;Licenciado;Mortágua;Viseu;Centro;IDDGEG_CE_1117;IDDGEG_InfraestruturasEnergeticas;"-11 429,202";"92 366,541"
"-1297,98";"126 721,88";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1040;IDDGEG_InfraestruturasEnergeticas;"-1297,976";"126 721,877"
"-907,38";"126 690,16";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1041;IDDGEG_InfraestruturasEnergeticas;"-907,382";"126 690,163"
"-4930,34";"130 297,37";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1048;IDDGEG_InfraestruturasEnergeticas;"-4930,345";"130 297,368"
"-5079,79";"129 977,44";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1049;IDDGEG_InfraestruturasEnergeticas;"-5079,793";"129 977,443"
"-4724";"129 859,11";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1050;IDDGEG_InfraestruturasEnergeticas;"-4724,005";"129 859,109"
"-4308,1";"129 914,79";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1051;IDDGEG_InfraestruturasEnergeticas;"-4308,096";"129 914,787"
"-3981,32";"129 624,1";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1056;IDDGEG_InfraestruturasEnergeticas;"-3981,316";"129 624,098"
"-3761,72";"129 563,16";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1057;IDDGEG_InfraestruturasEnergeticas;"-3761,715";"129 563,156"
"-3292,48";"129 074,41";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1058;IDDGEG_InfraestruturasEnergeticas;"-3292,483";"129 074,405"
"-3138,14";"128 840,91";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1059;IDDGEG_InfraestruturasEnergeticas;"-3138,136";"128 840,909"
"-2641";"128 271,58";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1062;IDDGEG_InfraestruturasEnergeticas;"-2640,997";"128 271,581"
"-3230,41";"128 481,34";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1060;IDDGEG_InfraestruturasEnergeticas;"-3230,407";"128 481,338"
"-2490,21";"128 601,24";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1061;IDDGEG_InfraestruturasEnergeticas;"-2490,214";"128 601,238"
"-4096,91";"129 817,78";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1052;IDDGEG_InfraestruturasEnergeticas;"-4096,909";"129 817,783"
"-2211,4";"128 697,65";825;ARADA / MONTEMURO;;Em licenciamento;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_3152;IDDGEG_InfraestruturasEnergeticas;"-2211,399";"128 697,647"
"-3413,5";"129 278,98";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_99;IDDGEG_InfraestruturasEnergeticas;"-3413,503";"129 278,983"
"-3023,71";"128 381,84";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1903;IDDGEG_InfraestruturasEnergeticas;"-3023,707";"128 381,844"
"-3587,79";"129 412,81";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1902;IDDGEG_InfraestruturasEnergeticas;"-3587,793";"129 412,813"
"-2715,4";"128 794,64";825;ARADA / MONTEMURO;;Em licenciamento;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_3153;IDDGEG_InfraestruturasEnergeticas;"-2715,396";"128 794,637"
"-1333,04";"127 993,77";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1032;IDDGEG_InfraestruturasEnergeticas;"-1333,043";"127 993,767"
"-894,97";"127 960,2";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1033;IDDGEG_InfraestruturasEnergeticas;"-894,974";"127 960,205"
"-566,72";"127 885,29";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1034;IDDGEG_InfraestruturasEnergeticas;"-566,718";"127 885,286"
"-276,77";"127 805,64";825;ARADA / MONTEMURO; ;Licenciado;São Pedro do Sul;Viseu;Centro;IDDGEG_CE_1035;IDDGEG_InfraestruturasEnergeticas;"-276,774";"127 805,644"
